0.806254	-15.9938
-2.73283	-10.4434
-10.4313	-4.47013
-4.50119	6.33384
-2.05406	-7.38459
7.24737	-0.426124
-2.57465	-0.94761
-9.26518	0.288439
-3.84517	-4.90458
0.979581	5.00451
-4.47616	0.256108
0.223945	0.297065
-1.67972	-1.1706
-1.30858	-0.181327
0.649639	-1.41554
0.335368	-0.72229
-0.951806	-2.11676
-1.16575	-3.69236
-4.20225	-18.087
-16.2749	-14.9721
-13.086	-29.3679
-27.5753	0.706602
1.7936	-25.5845
-28.5132	-12.3578
-11.8007	-15.973
-16.3143	-17.8312
-17.4039	7.184
6.05852	-12.5429
-14.1139	-8.67213
-5.79209	-0.90071
0.925266	4.45987
6.12369	-2.52889
-4.14272	-6.79327
-6.74131	-1.35729
-6.07267	-0.960569
-5.07931	-4.58522
-2.41781	-2.04237
-2.51573	-16.7583
-16.5176	-18.6689
-20.4671	-0.621761
-1.15274	-37.2457
-36.1091	-6.4048
-6.14939	-2.61212
-4.28118	-9.98086
-13.6641	-0.0548615
-0.142716	4.9444
0.03016	-13.7493
-12.1072	-2.11185
0.528902	-8.6234
-9.11631	-12.274
-13.3713	-4.59031
-3.78067	-8.21277
-9.28516	-2.95495
-2.87698	-8.33421
-6.09096	-5.10287
-7.74812	-0.854009
-3.63417	-2.87111
-4.87212	-7.36903
-6.69381	-7.09041
-8.04236	-2.67345
-2.42034	-30.4233
-29.9666	3.66548
2.99971	-27.8416
-29.5691	-4.30828
-1.15942	-10.2527
-12.3449	-14.3085
-15.4945	1.00994
0.448652	-18.2999
-19.3729	-2.99037
-0.594436	-3.37649
-3.92002	-5.12994
-4.75828	2.16505
3.25768	-1.89184
-0.227311	4.07531
5.04413	-5.42477
-3.00944	1.5591
0.10464	-2.4369
-1.25147	-14.7994
-12.2824	-2.03446
-5.29432	-7.21757
-9.46829	-25.7681
-27.3388	-17.9389
-14.0524	-3.66729
-5.78032	-6.38205
-6.81602	-14.3076
-8.86322	-5.28984
-11.8494	-2.24467
-1.03218	-14.6505
-11.076	-4.26949
-8.12229	-5.05632
-3.93757	2.31793
3.57126	6.01958
0.773384	3.50778
1.34007	-2.08563
-8.02413	-2.11254
-3.42679	-1.16621
-2.72606	-1.38593
0.998615	-22.2979
-18.9229	-14.6941
-9.56908	2.08022
0.603974	-24.9966
-24.5196	-14.6524
-13.9123	-17.2506
-15.4836	4.08228
-1.54654	-16.6532
-9.35919	-8.31387
-13.2498	1.59931
3.40133	-20.1685
-12.1833	-0.500834
1.28164	-4.93907
-5.72287	-2.33399
7.26392	0.393642
8.59046	-4.46216
-2.51211	-1.47045
-0.204608	-1.96493
4.7074	0.917898
-1.33578	-1.46794
-2.88991	-35.9394
-35.5621	-6.16713
-8.46655	-13.2259
-2.81892	-10.7361
-21.1087	-7.13283
1.88055	-5.56206
-6.78524	-2.70503
1.71021	7.56647
4.77142	4.72987
6.58715	-1.16394
-1.1294	2.64117
1.23037	7.74725
2.81233	1.89679
4.36904	-0.759458
-8.43859	1.60003
-1.01646	-2.48378
-2.6685	-3.20581
0.452516	1.07793
0.434256	-1.74496
-1.15667	-1.30623
-0.561995	-15.1671
-14.9495	-16.0826
-17.0501	-7.14263
-6.31538	-27.626
-27.4086	-5.59735
-4.47381	6.30704
10.0362	-6.22696
-5.02311	-16.5917
-16.5307	-8.68887
-12.0609	4.28754
6.40712	-9.31058
-8.0675	1.06523
0.941349	-7.62387
-6.95266	-2.48431
-3.25883	-0.265239
-0.848746	-4.26161
-5.88076	-0.478377
0.80716	-3.08063
-0.583568	-2.04762
-3.29835	-1.14808
-2.07893	-9.04988
-10.1499	-10.8094
-10.797	4.00772
1.28179	-9.57857
-12.023	-4.85901
-4.64107	-16.7115
-13.3329	-0.632838
-0.0947743	-10.964
-17.0287	-16.0591
-18.4532	-16.8741
-17.2179	-13.0066
-15.0714	-4.57309
-7.07615	-14.3692
-11.3169	-1.0384
2.08604	-4.17643
-6.54657	-7.45721
-3.8511	-1.42279
-0.481542	-1.21162
-0.829818	3.01832
-0.445839	-2.8261
0.250392	-7.31692
-6.9413	-23.0506
-20.7206	1.19148
0.0395315	3.67157
2.60746	-0.172604
3.683	-0.753948
-10.7264	-10.7567
-9.10572	-15.2786
-6.4243	-0.587756
6.25279	-6.30888
-1.17645	12.6222
12.9348	-3.65354
3.13869	-0.152137
-5.39513	-1.8384
0.528326	0.146945
-1.20833	-2.14519
4.25093	4.83077
-1.26869	-0.654875
-1.52557	-3.22927
-7.00391	-3.21686
-0.553173	-10.4907
-0.539185	-7.20442
2.2023	-1.06357
-2.73649	-6.04386
-2.4036	1.42219
-7.3223	-11.0795
-10.3793	-2.39404
2.09034	3.04165
3.58906	1.75776
5.21415	0.00123116
0.894785	2.75174
-3.38527	1.18491
-2.89491	-1.97524
-1.89918	-2.40057
-2.73752	0.499486
0.071953	-13.4615
-12.4085	-21.8393
-21.0119	-9.35097
-9.57899	-21.055
-23.2137	-10.4456
-10.031	5.78807
6.09075	-5.49658
-7.50621	-6.42586
-5.33207	-3.08967
1.39635	-7.88217
-8.56433	-9.84721
-9.32132	-5.82663
-6.75347	-10.1569
-7.97949	4.96174
2.72932	-6.56452
-7.02618	-0.13704
-0.508628	-4.612
-4.54793	-0.750522
-1.32	-0.509066
-0.49322	-2.01582
-1.89571	-21.9238
-20.8227	-15.2242
-18.3566	-9.64394
-13.9787	-14.2702
-12.4483	-12.7619
-9.85669	-25.2873
-27.5546	-6.37535
-3.46332	2.95252
1.63398	1.43644
-3.59463	-5.46486
-20.9679	-10.0675
-6.03529	7.96603
-10.2057	-12.6932
-9.67654	-0.866394
-9.23545	-2.80275
-1.3755	-8.63035
-8.53835	-5.02792
-3.694	-4.09998
-3.86723	-0.705607
-1.07393	-1.00641
-0.859375	-21.5237
-22.4755	-24.5189
-24.883	-9.70683
-10.0521	-18.9342
-15.1312	-9.85272
-10.1752	-6.02671
-7.51616	-0.718175
2.19742	-12.4186
-8.12867	-22.2887
-18.8155	-11.795
-12.4337	-1.62425
-3.52816	-6.94855
-6.08188	-8.68259
-12.4961	-3.96563
-0.403476	2.70807
3.88313	-1.81317
-0.512622	2.75871
3.29173	-2.89026
-1.74249	-4.53674
-1.96381	-3.4197
-2.92145	-16.1788
-15.3025	-20.039
-20.4972	3.40749
5.93983	-23.3219
-25.9574	-1.89865
-2.61077	-23.591
-22.7213	-8.20387
-5.46434	2.94552
2.02081	-14.073
-1.63953	-4.1618
-6.09073	-8.87005
-9.33008	-4.07802
7.18517	-3.00614
9.16665	9.19747
5.13629	5.86231
1.94362	3.06323
6.04892	-4.48782
-3.5661	-1.09038
-1.58446	-1.62418
-2.89749	-0.864528
-0.311945	-10.575
-2.4708	-22.1329
-14.1442	2.10475
2.56049	-9.18667
-10.8757	-16.6119
-12.7371	-12.3614
-5.66758	-1.55755
-3.64613	-13.737
-7.73021	-10.9093
-16.8648	1.09294
2.76158	-13.1801
-11.6981	-5.99592
-6.17611	-16.3602
-17.5031	2.81573
4.66646	-3.42139
-0.565654	1.42467
-1.9521	1.1562
0.623092	-0.902012
1.29522	-3.6609
-3.68025	-0.80549
0.0155846	-16.3305
-9.83658	-21.3765
-20.4799	-10.1076
-3.63905	-21.3252
-13.3818	-18.1903
-15.3147	-5.32349
3.00629	-8.14896
6.37921	2.99099
-4.01483	-0.282161
7.44553	-7.21461
-9.25075	-3.76182
-8.68287	0.110488
-0.703171	0.816999
1.62496	-1.32679
-11.943	4.29501
1.59394	-10.6688
-6.29294	2.53944
1.97195	-3.54296
-5.98018	-2.29238
-0.129593	-2.04265
-3.47268	-7.9998
-12.6131	3.1311
1.59334	-7.3382
-6.85472	-2.77722
-9.56462	-13.7984
-10.1574	-1.27338
-13.9759	5.23388
1.82791	2.35533
2.77724	3.1751
7.59908	0.729679
